지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa)
108,서울,2020-07-15 16:00,28,,2,50,43,994.6
108,서울,2020-07-15 17:00,28.6,,1.8,20,42,994.3
108,서울,2020-07-15 18:00,28.4,,1.7,200,44,993.9
108,서울,2020-07-15 19:00,27.5,,2,230,53,994.2
108,서울,2020-07-15 20:00,25,,2.6,270,66,994.9
108,서울,2020-07-15 21:00,23.6,,2.5,270,70,995.6
108,서울,2020-07-15 22:00,22.8,,2,270,73,996.4
108,서울,2020-07-15 23:00,22.2,,1.9,270,74,996.5
108,서울,2020-07-16 00:00,21.8,,1.4,270,75,996.6
108,서울,2020-07-16 01:00,21.5,,1.1,270,77,996.7
108,서울,2020-07-16 02:00,21,,1,270,80,996.8
108,서울,2020-07-16 03:00,20.9,,.2,0,80,997
108,서울,2020-07-16 04:00,20.9,,0,0,81,996.9
108,서울,2020-07-16 05:00,20.4,,1.9,250,82,997.3
108,서울,2020-07-16 06:00,20.4,,.8,290,85,997.5
108,서울,2020-07-16 07:00,21,,1.3,360,85,997.7
108,서울,2020-07-16 08:00,22.4,,.8,160,79,997.8
108,서울,2020-07-16 09:00,24,,1.4,200,69,997.7
108,서울,2020-07-16 10:00,25.5,,1,270,62,997.1
108,서울,2020-07-16 11:00,26.8,,2.3,270,57,996.9
108,서울,2020-07-16 12:00,28.1,,2.4,290,59,996.7
108,서울,2020-07-16 13:00,28.3,,2.4,290,58,996.7
108,서울,2020-07-16 14:00,28.4,,2,270,58,996.3
108,서울,2020-07-16 15:00,29.5,,2.8,270,58,995.9
108,서울,2020-07-16 16:00,29.5,,2.9,270,58,995.8
108,서울,2020-07-16 17:00,29.4,,3.1,270,59,995.5
108,서울,2020-07-16 18:00,28.9,,3.1,270,60,995.5
108,서울,2020-07-16 19:00,27.4,,2.9,270,63,995.8
108,서울,2020-07-16 20:00,25.8,,2.1,200,69,996.1
108,서울,2020-07-16 21:00,24.8,,2.4,250,74,997
108,서울,2020-07-16 22:00,24,,1.5,230,78,997.6
108,서울,2020-07-16 23:00,23.6,,1.9,200,81,998
108,서울,2020-07-17 00:00,23.3,,2.1,230,82,998.4
108,서울,2020-07-17 01:00,23,,1,200,83,998.4
108,서울,2020-07-17 02:00,22.7,,1.9,270,83,998.4
108,서울,2020-07-17 03:00,22.4,,1.5,270,84,998.4
108,서울,2020-07-17 04:00,22.1,,.4,0,85,998.2
108,서울,2020-07-17 05:00,21.8,,1,360,87,998.1
108,서울,2020-07-17 06:00,21.6,,.4,0,87,998.5
108,서울,2020-07-17 07:00,22.2,,.8,290,86,999
108,서울,2020-07-17 08:00,23.2,,.6,250,84,999.3
108,서울,2020-07-17 09:00,25.5,,.8,50,78,999.2
108,서울,2020-07-17 10:00,26.7,,1.3,200,72,999.1
108,서울,2020-07-17 11:00,28.3,,1.9,250,65,998.8
108,서울,2020-07-17 12:00,29,,2.7,270,61,998.2
108,서울,2020-07-17 13:00,30,,2.3,270,57,997.6
108,서울,2020-07-17 14:00,31,,2.5,250,54,997.3
108,서울,2020-07-17 15:00,30.9,,3.2,250,55,997.2
108,서울,2020-07-17 16:00,30.1,,5,270,63,997.1
108,서울,2020-07-17 17:00,28.2,0,4.5,250,67,997.6
108,서울,2020-07-17 18:00,28.3,0,2.3,250,67,997.3
108,서울,2020-07-17 19:00,28.1,,2.6,250,67,997.9
108,서울,2020-07-17 20:00,26.7,,2.4,270,69,998.4
108,서울,2020-07-17 21:00,25.6,,1.2,230,71,998.8
108,서울,2020-07-17 22:00,25.1,,1.6,250,71,999
108,서울,2020-07-17 23:00,24.7,,.5,270,72,998.9
108,서울,2020-07-18 00:00,24.4,,1.1,270,73,998.8
108,서울,2020-07-18 01:00,24.2,,1.3,340,76,998.6
108,서울,2020-07-18 02:00,23.8,,.9,20,77,998.3
108,서울,2020-07-18 03:00,23.5,,1.1,360,83,998.1
108,서울,2020-07-18 04:00,23.1,,1.4,250,80,998.6
108,서울,2020-07-18 05:00,22.9,,1.6,270,82,998.6
108,서울,2020-07-18 06:00,22.8,,.5,50,83,999
108,서울,2020-07-18 07:00,23.3,,.8,50,82,999.3
108,서울,2020-07-18 08:00,24.5,,1.7,70,78,999.4
108,서울,2020-07-18 09:00,25.3,,1.4,50,79,999.5
108,서울,2020-07-18 10:00,26.5,,1.1,90,72,999.2
108,서울,2020-07-18 11:00,27.2,,1,160,69,999.4
108,서울,2020-07-18 12:00,28.1,,2.2,160,66,998.7
108,서울,2020-07-18 13:00,28.1,,2.6,180,64,998.6
108,서울,2020-07-18 14:00,28.2,,.9,160,67,997.9
108,서울,2020-07-18 15:00,30.1,,1.4,270,59,997.4
108,서울,2020-07-18 16:00,30.2,,2.3,180,56,997.4
108,서울,2020-07-18 17:00,29.1,,3.9,270,62,997.4
108,서울,2020-07-18 18:00,28.5,,2.5,270,64,997.1
108,서울,2020-07-18 19:00,28,,1.9,320,66,997.2
108,서울,2020-07-18 20:00,26.6,,2,290,70,997.7
108,서울,2020-07-18 21:00,25.9,,1.2,270,72,998.8
108,서울,2020-07-18 22:00,25.4,,.2,0,74,998.6
108,서울,2020-07-18 23:00,25,,1.1,270,77,999.1
108,서울,2020-07-19 00:00,24.7,,1.3,110,67,998.8
108,서울,2020-07-19 01:00,24.5,,2,110,62,998.4
108,서울,2020-07-19 02:00,24.2,,1.8,70,65,997.4
108,서울,2020-07-19 03:00,24.1,,1.6,110,68,997.7
108,서울,2020-07-19 04:00,24.1,,2.9,90,68,997.1
108,서울,2020-07-19 05:00,23.9,,2.6,90,68,997
108,서울,2020-07-19 06:00,23.8,,2.4,70,70,996.6
108,서울,2020-07-19 07:00,22.5,1.2,2.5,50,82,996.4
108,서울,2020-07-19 08:00,21.4,7.3,2.8,50,91,996.6
108,서울,2020-07-19 09:00,20.7,14.6,3.9,50,94,996.5
108,서울,2020-07-19 10:00,20.8,5.8,3.2,50,96,996.6
108,서울,2020-07-19 11:00,21.1,.1,3.7,50,96,996.5
108,서울,2020-07-19 12:00,21.7,,3,70,94,995.9
108,서울,2020-07-19 13:00,22.3,,3.2,50,91,995.2
108,서울,2020-07-19 14:00,23.7,,2.8,50,86,994.5
108,서울,2020-07-19 15:00,23.8,,3.2,50,85,994.1
108,서울,2020-07-19 16:00,24.2,,3.4,50,84,993.8
108,서울,2020-07-19 17:00,25.3,,2.7,70,83,993.1
108,서울,2020-07-19 18:00,25.3,,2.9,50,82,992.7
108,서울,2020-07-19 19:00,25.9,,2.4,70,82,992.8
108,서울,2020-07-19 20:00,26.2,,2.7,90,79,992.9
108,서울,2020-07-19 21:00,26.4,,3.2,110,79,992.9
108,서울,2020-07-19 22:00,26.5,,2.9,110,78,993
108,서울,2020-07-19 23:00,26.6,,2.5,110,78,993.2
108,서울,2020-07-20 00:00,26.2,.1,1.9,90,81,992.5
108,서울,2020-07-20 01:00,26.2,.1,2.2,90,81,991.9
108,서울,2020-07-20 02:00,26.4,.3,2.2,160,83,991.6
108,서울,2020-07-20 03:00,26.4,.3,3.9,160,85,991.5
108,서울,2020-07-20 04:00,25.8,1,4,180,90,991.8
108,서울,2020-07-20 05:00,25.5,.1,2.9,200,91,991.9
108,서울,2020-07-20 06:00,25.3,0,6.7,200,88,992
108,서울,2020-07-20 07:00,24.5,0,5.9,200,89,992.6
108,서울,2020-07-20 08:00,23.8,.1,4.3,200,93,993.3
108,서울,2020-07-20 09:00,23.3,.9,5.4,180,95,993.8
108,서울,2020-07-20 10:00,23.2,.7,3.9,200,96,994
108,서울,2020-07-20 11:00,22.9,.1,4.3,230,94,994.9
108,서울,2020-07-20 12:00,22.8,0,4.1,200,88,995.6
108,서울,2020-07-20 13:00,22.9,0,5,230,86,996.1
108,서울,2020-07-20 14:00,23.4,,3.7,200,84,996.4
108,서울,2020-07-20 15:00,23.8,,4.2,200,81,996.5
108,서울,2020-07-20 16:00,24.1,,3.2,200,79,996.9
108,서울,2020-07-20 17:00,23.9,,3.8,200,80,997.3
108,서울,2020-07-20 18:00,23.7,,3.9,180,80,997.5
108,서울,2020-07-20 19:00,23.5,,2.1,230,82,997.9
108,서울,2020-07-20 20:00,23.2,,3,230,84,998.6
108,서울,2020-07-20 21:00,22.7,,1.9,200,84,999.4
108,서울,2020-07-20 22:00,22.5,,2,250,85,1000.3
108,서울,2020-07-20 23:00,22.5,,2.7,230,87,1000.8
108,서울,2020-07-21 00:00,22.4,,2.3,230,89,1001
108,서울,2020-07-21 01:00,22.1,0,1.4,270,91,1001
108,서울,2020-07-21 02:00,22.1,,1.9,250,89,1001
108,서울,2020-07-21 03:00,22.1,,.9,360,89,1001.2
108,서울,2020-07-21 04:00,22,,1.5,290,90,1001.7
108,서울,2020-07-21 05:00,21.9,,.2,0,89,1002
108,서울,2020-07-21 06:00,21.5,,.4,0,90,1001.9
108,서울,2020-07-21 07:00,21.7,,1.1,20,92,1002.4
108,서울,2020-07-21 08:00,22.4,,1.1,320,88,1002.8
108,서울,2020-07-21 09:00,23,,1.3,270,86,1003
108,서울,2020-07-21 10:00,24.1,,1.8,290,81,1003
108,서울,2020-07-21 11:00,25.9,,1.4,340,71,1002.6
108,서울,2020-07-21 12:00,27.2,,1.9,290,64,1002.5
108,서울,2020-07-21 13:00,27.8,,2,270,62,1002.1
108,서울,2020-07-21 14:00,29.3,,1.5,230,57,1001.7
108,서울,2020-07-21 15:00,29.3,,1.5,230,57,1001.2
108,서울,2020-07-21 16:00,30.1,,1.4,340,53,1000.9
108,서울,2020-07-21 17:00,29.3,,2.3,270,57,1000.9
108,서울,2020-07-21 18:00,27.6,,2.8,270,70,1001.2
108,서울,2020-07-21 19:00,26.6,,2.9,270,73,1001.2
108,서울,2020-07-21 20:00,25.6,,2.5,250,74,1001.5
108,서울,2020-07-21 21:00,25.1,,1.6,230,76,1001.8
108,서울,2020-07-21 22:00,24.7,,1.5,320,77,1002
108,서울,2020-07-21 23:00,24.3,,.2,0,81,1001.9
108,서울,2020-07-22 00:00,23.9,,1.1,340,84,1001.6
108,서울,2020-07-22 01:00,23.6,,1.1,20,84,1001
108,서울,2020-07-22 02:00,23.4,,1.5,20,87,1001
108,서울,2020-07-22 03:00,23.4,,1.3,20,87,1000.6
108,서울,2020-07-22 04:00,23.4,,1,50,87,1000.1
108,서울,2020-07-22 05:00,23.5,,1.1,50,87,999.8
108,서울,2020-07-22 06:00,23.6,,1.6,20,87,999.6
108,서울,2020-07-22 07:00,23.9,,1,160,86,999.7
108,서울,2020-07-22 08:00,24,.3,1.2,200,88,1000.2
108,서울,2020-07-22 09:00,23.1,6.2,2.7,50,93,1000.3
108,서울,2020-07-22 10:00,23.4,2,1.5,50,95,1000.4
108,서울,2020-07-22 11:00,23.7,.7,2.2,50,94,1000.2
108,서울,2020-07-22 12:00,24.5,.6,.9,20,91,1000.5
108,서울,2020-07-22 13:00,24.7,0,1.6,50,88,1000
108,서울,2020-07-22 14:00,25.3,0,1.6,70,85,999.6
108,서울,2020-07-22 15:00,25.6,0,1.8,70,84,999.2
108,서울,2020-07-22 16:00,25.3,.2,1.4,140,86,998.8
108,서울,2020-07-22 17:00,24.3,.3,2.3,140,91,998.9
108,서울,2020-07-22 18:00,23.5,1.2,2.8,140,92,999.2
108,서울,2020-07-22 19:00,23.3,0,2,200,91,999.5
108,서울,2020-07-22 20:00,23,0,2,200,91,999.7
108,서울,2020-07-22 21:00,22.9,,1.2,180,90,1000.1
108,서울,2020-07-22 22:00,22.8,,1.7,110,90,1000.1
108,서울,2020-07-22 23:00,22.6,0,.8,90,89,1000
108,서울,2020-07-23 00:00,22.6,0,.7,70,90,999.8
108,서울,2020-07-23 01:00,22.6,0,.6,70,90,999.4
108,서울,2020-07-23 02:00,22.6,0,1.4,140,92,999.7
108,서울,2020-07-23 03:00,22.5,.3,.7,320,94,999.8
108,서울,2020-07-23 04:00,22.3,.2,1.6,110,95,998.9
108,서울,2020-07-23 05:00,22.1,.2,2.1,90,95,999.3
108,서울,2020-07-23 06:00,22.1,.1,1.8,50,96,1000.1
108,서울,2020-07-23 07:00,22.1,.4,1.8,50,96,1000.6
108,서울,2020-07-23 08:00,22.1,.6,2,50,97,1000.6
108,서울,2020-07-23 09:00,22.2,.4,2.9,50,97,999.9
108,서울,2020-07-23 10:00,22.2,0,3.3,50,94,998.9
108,서울,2020-07-23 11:00,22.3,0,2.3,70,89,998.2
108,서울,2020-07-23 12:00,22.2,1.7,2.9,50,94,997.4
108,서울,2020-07-23 13:00,22.3,1.6,4.3,50,95,996.5
108,서울,2020-07-23 14:00,22.2,.7,5,50,93,995.1
108,서울,2020-07-23 15:00,21.7,5.2,3.5,50,94,994.7
108,서울,2020-07-23 16:00,21.3,8.7,3.6,70,96,994.8
108,서울,2020-07-23 17:00,20.3,10.7,5.6,50,97,993.5
108,서울,2020-07-23 18:00,19.8,17.3,6.1,50,98,992.2
108,서울,2020-07-23 19:00,19.8,16.6,6.9,50,99,991.2
108,서울,2020-07-23 20:00,19.9,9.8,6.5,70,98,990.8
108,서울,2020-07-23 21:00,19.5,15.1,4.8,70,98,990.7
108,서울,2020-07-23 22:00,19,10.4,6.5,50,97,991.5
108,서울,2020-07-23 23:00,18.6,2.6,6.4,50,95,991
108,서울,2020-07-24 00:00,18.8,.5,6.9,70,93,990.8
108,서울,2020-07-24 01:00,19.2,0,7.9,50,87,989.7
108,서울,2020-07-24 02:00,19.6,,6.7,50,83,989.5
108,서울,2020-07-24 03:00,20,0,6.3,70,81,988.7
108,서울,2020-07-24 04:00,20.2,.3,4.6,70,81,988.3
108,서울,2020-07-24 05:00,20.4,0,5.5,70,82,988.4
108,서울,2020-07-24 06:00,20.6,0,4.2,50,79,988.8
108,서울,2020-07-24 07:00,21.1,,6.1,50,75,989.4
108,서울,2020-07-24 08:00,21.3,0,5.9,50,75,989.9
108,서울,2020-07-24 09:00,21.3,0,3.5,70,76,989.7
108,서울,2020-07-24 10:00,20.4,2.3,2.5,50,89,989.5
108,서울,2020-07-24 11:00,21.6,0,3.7,70,82,989.3
108,서울,2020-07-24 12:00,21.2,.3,4.4,50,85,988.9
108,서울,2020-07-24 13:00,22.2,0,3.9,50,80,988.5
108,서울,2020-07-24 14:00,24,0,2.8,50,75,988.3
108,서울,2020-07-24 15:00,25.1,,3.8,50,69,988.2
108,서울,2020-07-24 16:00,26.7,,5.4,70,63,988.1
108,서울,2020-07-24 17:00,26.4,,6.6,50,63,988.3
108,서울,2020-07-24 18:00,25.3,0,4.5,50,67,988.6
108,서울,2020-07-24 19:00,25.2,0,3.6,50,65,989.2
108,서울,2020-07-24 20:00,24.6,,3.7,50,67,989.6
108,서울,2020-07-24 21:00,24,,3.6,50,67,990.5
108,서울,2020-07-24 22:00,23.5,,4.5,50,69,990.9
108,서울,2020-07-24 23:00,23.1,,3,50,70,990.9
108,서울,2020-07-25 00:00,22.8,,2.9,50,70,990.9
108,서울,2020-07-25 01:00,22.6,,2.2,50,71,991.1
108,서울,2020-07-25 02:00,22.5,,2.3,50,72,991.3
108,서울,2020-07-25 03:00,22.3,0,.5,200,74,991.4
108,서울,2020-07-25 04:00,22.4,,2,50,74,991.4
108,서울,2020-07-25 05:00,22.3,,1.1,50,74,991.6
108,서울,2020-07-25 06:00,22.4,,2.3,20,74,991.8
108,서울,2020-07-25 07:00,22.5,,2.9,50,74,992.2
108,서울,2020-07-25 08:00,22.7,,2.8,50,72,992.6
108,서울,2020-07-25 09:00,22.9,,3.2,50,74,992.8
108,서울,2020-07-25 10:00,24,,4.6,50,72,992.9
108,서울,2020-07-25 11:00,26.1,,4.5,50,66,993
108,서울,2020-07-25 12:00,25.9,,3.3,360,66,993.3
108,서울,2020-07-25 13:00,27,,4.2,20,63,993.1
108,서울,2020-07-25 14:00,28.4,,5,50,59,993
108,서울,2020-07-25 15:00,28.1,,3.3,20,61,993.3
108,서울,2020-07-25 16:00,28.7,,4,20,58,993.3
108,서울,2020-07-25 17:00,27.4,,4.1,50,61,993.7
108,서울,2020-07-25 18:00,26.1,,5,50,64,993.8
108,서울,2020-07-25 19:00,25.2,,3.7,50,66,994.2
108,서울,2020-07-25 20:00,24.5,,3,20,69,994.7
108,서울,2020-07-25 21:00,24,,1.9,50,69,995.7
108,서울,2020-07-25 22:00,23.6,,3.5,50,70,996.3
108,서울,2020-07-25 23:00,23.1,,2.7,50,72,996.7
108,서울,2020-07-26 00:00,23,,2.6,50,72,997
108,서울,2020-07-26 01:00,22.6,,2.9,50,73,996.7
108,서울,2020-07-26 02:00,22.2,,2.8,50,75,996.2
108,서울,2020-07-26 03:00,21.7,,1.7,50,75,996.4
108,서울,2020-07-26 04:00,21.8,,2.1,50,76,996.7
108,서울,2020-07-26 05:00,22,,2.5,50,75,996.9
108,서울,2020-07-26 06:00,21.7,0,2.6,70,78,997.2
108,서울,2020-07-26 07:00,22,,2.6,50,76,996.8
108,서울,2020-07-26 08:00,24,,2.3,50,70,997.7
108,서울,2020-07-26 09:00,25.7,,3,50,65,997.9
108,서울,2020-07-26 10:00,26.9,,2.6,70,61,997.7
108,서울,2020-07-26 11:00,27.3,,1.8,20,60,997.5
108,서울,2020-07-26 12:00,28.5,,2.1,110,57,997.4
108,서울,2020-07-26 13:00,28.1,,1,70,59,996.8
108,서울,2020-07-26 14:00,28.3,,1.7,290,57,996.5
108,서울,2020-07-26 15:00,28.1,,1.6,290,60,996.7
108,서울,2020-07-26 16:00,29.4,,2.4,50,61,996.5
108,서울,2020-07-26 17:00,28.5,,2.4,270,60,996.4
108,서울,2020-07-26 18:00,27.9,,1.8,290,65,996.6
108,서울,2020-07-26 19:00,26.4,,2.4,200,70,997.1
108,서울,2020-07-26 20:00,25.8,,2,250,72,997.6
108,서울,2020-07-26 21:00,25.2,,2.4,200,73,998.1
108,서울,2020-07-26 22:00,24.9,,1.3,230,75,998.2
108,서울,2020-07-26 23:00,24.8,,1.6,50,77,998
108,서울,2020-07-27 00:00,24.7,,2.1,50,81,998.5
108,서울,2020-07-27 01:00,24.2,,2,50,82,998
108,서울,2020-07-27 02:00,23.8,,1.6,70,84,998.2
108,서울,2020-07-27 03:00,23.7,0,1.2,70,85,998.1
108,서울,2020-07-27 04:00,23.4,.3,2,50,88,997.9
108,서울,2020-07-27 05:00,23.2,.3,1.6,50,90,998.2
108,서울,2020-07-27 06:00,23,,1.8,50,90,998.7
108,서울,2020-07-27 07:00,23,0,1.4,70,89,999.1
108,서울,2020-07-27 08:00,23.4,0,1.9,50,89,999
108,서울,2020-07-27 09:00,24.1,0,1.9,70,87,999
108,서울,2020-07-27 10:00,24.3,0,2.8,50,84,999.2
108,서울,2020-07-27 11:00,24.3,.6,2.7,50,88,999.5
108,서울,2020-07-27 12:00,24.8,.3,3,50,88,999.4
108,서울,2020-07-27 13:00,24.9,0,2.3,50,87,999.4
108,서울,2020-07-27 14:00,25.4,.6,2.5,50,88,999.2
108,서울,2020-07-27 15:00,25.3,0,2.7,50,85,998.8
108,서울,2020-07-27 16:00,25.5,.1,2.5,50,81,998.3
108,서울,2020-07-27 17:00,25.3,0,2.9,50,81,998
108,서울,2020-07-27 18:00,25.3,0,2.3,50,82,997.9
108,서울,2020-07-27 19:00,24.9,0,2.2,50,84,997.8
108,서울,2020-07-27 20:00,24.5,0,1.9,50,85,998.1
108,서울,2020-07-27 21:00,24.2,0,2.2,50,87,998.4
108,서울,2020-07-27 22:00,23.9,0,2.2,50,88,998.6
108,서울,2020-07-27 23:00,23.7,,2.4,50,88,998.5
108,서울,2020-07-28 00:00,23.7,,1.8,70,87,998.7
108,서울,2020-07-28 01:00,23.6,,2.2,50,88,998.7
108,서울,2020-07-28 02:00,23.4,,1.8,50,89,998.8
108,서울,2020-07-28 03:00,23.2,,1.7,50,89,999
108,서울,2020-07-28 04:00,23.1,,2.6,50,88,999.1
108,서울,2020-07-28 05:00,22.9,,2.1,50,88,999.3
108,서울,2020-07-28 06:00,22.8,,1.3,50,87,999.9
108,서울,2020-07-28 07:00,23,,2.1,50,86,1000.5
108,서울,2020-07-28 08:00,23.5,0,2.2,50,85,1000.9
108,서울,2020-07-28 09:00,23.9,0,2.4,50,84,1000.8
108,서울,2020-07-28 10:00,24.5,.1,2.7,50,83,1000.8
108,서울,2020-07-28 11:00,25.1,0,1.5,20,80,1001.5
108,서울,2020-07-28 12:00,25.9,0,2,70,74,1001
108,서울,2020-07-28 13:00,25.9,0,2.7,50,72,1000.8
108,서울,2020-07-28 14:00,26.1,0,2.2,70,74,1000.6
108,서울,2020-07-28 15:00,26.4,0,1.8,110,75,1000.3
108,서울,2020-07-28 16:00,25.9,0,2,90,78,1000.4
108,서울,2020-07-28 17:00,25.3,.2,1.4,70,84,1000.4
108,서울,2020-07-28 18:00,24.8,.1,2,50,87,1000.6
108,서울,2020-07-28 19:00,24.4,0,2.3,50,89,1000.6
108,서울,2020-07-28 20:00,24.2,0,2.1,50,90,1000.6
108,서울,2020-07-28 21:00,24,,2.3,50,91,1001
108,서울,2020-07-28 22:00,23.9,,2.6,50,89,1001.3
108,서울,2020-07-28 23:00,23.9,,1.9,50,90,1001.7
108,서울,2020-07-29 00:00,23.9,,2.5,50,91,1001.5
108,서울,2020-07-29 01:00,23.9,0,2.1,50,90,1001.4
108,서울,2020-07-29 02:00,23.4,2.5,2.6,50,95,1001.2
108,서울,2020-07-29 03:00,23.1,3.4,2.3,70,96,1000.9
108,서울,2020-07-29 04:00,23,1.9,2.4,70,96,1000.7
108,서울,2020-07-29 05:00,22.9,.1,2.7,50,96,1001.3
108,서울,2020-07-29 06:00,22.7,0,2.1,70,94,1001.3
108,서울,2020-07-29 07:00,22.7,0,2.5,50,95,1001.6
108,서울,2020-07-29 08:00,22.9,,2.1,70,95,1002
108,서울,2020-07-29 09:00,23,0,2.4,70,94,1002.4
108,서울,2020-07-29 10:00,22.7,26.9,2.4,50,97,1002.8
108,서울,2020-07-29 11:00,22.9,8,1.8,50,97,1002.7
108,서울,2020-07-29 12:00,23.1,0,2.4,50,97,1002.6
108,서울,2020-07-29 13:00,23.4,0,2.4,50,97,1002.1
108,서울,2020-07-29 14:00,23.5,5.2,2.8,50,98,1001.8
108,서울,2020-07-29 15:00,23.8,.8,2.2,50,98,1001.6
108,서울,2020-07-29 16:00,24.3,0,1.7,50,97,1001.4
108,서울,2020-07-29 17:00,24.6,.3,1.8,20,96,1001.5
108,서울,2020-07-29 18:00,24.9,.1,1.4,270,96,1001.6
108,서울,2020-07-29 19:00,24.7,0,1.7,290,95,1001.9
108,서울,2020-07-29 20:00,24.5,0,1.5,290,95,1002
108,서울,2020-07-29 21:00,24.5,,.9,360,95,1002.6
108,서울,2020-07-29 22:00,24.5,0,.4,0,94,1002.7
108,서울,2020-07-29 23:00,24.4,.8,1,50,96,1002.9
108,서울,2020-07-30 00:00,24.3,.1,1.1,50,96,1002.7
108,서울,2020-07-30 01:00,24.2,0,.6,70,96,1002.7
108,서울,2020-07-30 02:00,24.2,0,1.2,340,97,1002.6
108,서울,2020-07-30 03:00,24.2,0,1.4,50,97,1002.2
108,서울,2020-07-30 04:00,24,0,1.3,70,97,1002
108,서울,2020-07-30 05:00,24,.1,1.4,360,97,1002.8
108,서울,2020-07-30 06:00,24,0,1.3,70,96,1003
108,서울,2020-07-30 07:00,24.1,0,1.5,20,97,1003
108,서울,2020-07-30 08:00,24.7,,1.5,230,96,1003.6
108,서울,2020-07-30 09:00,25,,1.7,230,95,1003.6
108,서울,2020-07-30 10:00,25.7,,1.9,250,90,1003.6
108,서울,2020-07-30 11:00,26.1,,2.4,250,88,1004
108,서울,2020-07-30 12:00,26.5,,2.7,250,84,1003.6
108,서울,2020-07-30 13:00,26.8,,3.1,230,80,1003.8
108,서울,2020-07-30 14:00,27.9,,3.7,230,73,1003.2
108,서울,2020-07-30 15:00,28,,2.4,200,72,1003.2
108,서울,2020-07-30 16:00,27.9,,3,200,70,1003
108,서울,2020-07-30 17:00,27.7,,3,230,71,1003.3
108,서울,2020-07-30 18:00,26.9,,3.1,250,72,1003.2
108,서울,2020-07-30 19:00,26.5,,3,230,72,1003.4
108,서울,2020-07-30 20:00,25.5,,2.3,230,79,1003.4
108,서울,2020-07-30 21:00,24.7,,1.9,200,82,1003.7
108,서울,2020-07-30 22:00,24.2,,1.2,230,83,1004.3
108,서울,2020-07-30 23:00,23.6,,2.7,250,85,1004.4
108,서울,2020-07-31 00:00,23.4,,1,270,86,1004.5
108,서울,2020-07-31 01:00,23.4,,1.3,270,87,1004.5
108,서울,2020-07-31 02:00,23.5,,1.7,250,87,1004.8
108,서울,2020-07-31 03:00,23.5,,.5,270,88,1004.9
108,서울,2020-07-31 04:00,23.5,,1.3,360,88,1005.1
108,서울,2020-07-31 05:00,23.3,,.1,0,87,1004.8
108,서울,2020-07-31 06:00,23.1,,1.2,50,87,1005
108,서울,2020-07-31 07:00,23,,1.8,50,88,1005
108,서울,2020-07-31 08:00,24.4,,2.2,50,85,1005.3
108,서울,2020-07-31 09:00,25.8,,1.9,160,79,1004.9
108,서울,2020-07-31 10:00,27.4,,1.1,180,76,1005.1
108,서울,2020-07-31 11:00,28.7,,1.1,180,72,1005.1
108,서울,2020-07-31 12:00,28.7,,3,200,72,1004.7
108,서울,2020-07-31 13:00,29.3,,2.4,250,71,1004.1
108,서울,2020-07-31 14:00,29.3,,2,250,71,1003.5
108,서울,2020-07-31 15:00,28.9,0,3.4,200,73,1003.2
108,서울,2020-07-31 16:00,28.4,0,2.6,250,75,1003
108,서울,2020-07-31 17:00,28.5,0,3.6,200,74,1002.9
108,서울,2020-07-31 18:00,27.7,.3,2.8,250,80,1002.6
108,서울,2020-07-31 19:00,27.4,,1.8,230,82,1002.6
108,서울,2020-07-31 20:00,27,,2.8,250,83,1002.8
108,서울,2020-07-31 21:00,26.7,,2.2,270,86,1003
108,서울,2020-07-31 22:00,26.5,,1.8,250,87,1003.1
108,서울,2020-07-31 23:00,26.2,.2,2.4,200,90,1003.1
108,서울,2020-08-01 00:00,25,1,3.4,320,90,1003.2
108,서울,2020-08-01 01:00,24.6,.2,.5,230,90,1003.3
108,서울,2020-08-01 02:00,24.6,0,.5,180,91,1002.9
108,서울,2020-08-01 03:00,24.7,0,1.2,20,93,1002.6
108,서울,2020-08-01 04:00,24.7,0,.8,70,94,1002.4
108,서울,2020-08-01 05:00,24.5,0,1.3,50,94,1002.4
108,서울,2020-08-01 06:00,24.3,1.4,1.8,50,95,1002.1
108,서울,2020-08-01 07:00,24.3,.1,1.4,50,96,1002.1
108,서울,2020-08-01 08:00,24.6,.1,1.2,50,96,1002.1
108,서울,2020-08-01 09:00,25,0,1.1,90,95,1002
108,서울,2020-08-01 10:00,25.7,.1,1.8,340,95,1001.8
108,서울,2020-08-01 11:00,26.8,0,3.4,180,85,1000.9
108,서울,2020-08-01 12:00,26.5,.5,1.8,230,87,1000.9
108,서울,2020-08-01 13:00,24.7,19,.8,360,93,1000.2
108,서울,2020-08-01 14:00,25.2,11.6,.8,20,93,999.9
108,서울,2020-08-01 15:00,25.4,.3,2.2,180,92,999.6
108,서울,2020-08-01 16:00,25.9,0,2.5,200,91,999.1
108,서울,2020-08-01 17:00,26.3,0,2.1,110,90,998.4
108,서울,2020-08-01 18:00,26.4,0,2.2,160,84,998
108,서울,2020-08-01 19:00,26.5,,1,160,85,998.4
108,서울,2020-08-01 20:00,26.1,,4.6,200,82,999.1
108,서울,2020-08-01 21:00,25.5,0,3.4,230,86,999.7
108,서울,2020-08-01 22:00,25.3,,2.3,250,87,999.5
108,서울,2020-08-01 23:00,24.8,2.8,1.2,230,92,999.5
108,서울,2020-08-02 00:00,24.6,3,2.1,230,95,999.4
108,서울,2020-08-02 01:00,24.4,1.3,2.5,250,97,999.3
108,서울,2020-08-02 02:00,24.2,0,1.6,270,97,999
